text,label
Our patient developed both nephrogenic diabetes insipidus and renal tubular acidosis with a temporal pattern that demonstrated a link between foscarnet therapy and these abnormalities.,1
"Pneumocystis pneumonia should be considered in asthmatic patients taking methotrexate who present with fever, pulmonary infiltrates, and hypoxia.",1
"On the other hand, aspirin may have promoted the enlargement of spontaneous hemorrhage from meningioma.",1
"However, prolongation of 5-FU half-life and an increase in INR have been reported with the concurrent use of 5-FU and warfarin.",1
"Physicians should therefore be aware of its occurrence and carefully monitor serum levels of CPK, GOT and GPT during the treatment of diabetes insipidus with clofibrate, especially in patients with associated hypothyroidism, latent or overt, which possibly favors the development of myopathy.",1
"With the diagnosis of therapy-related acute myeloid leukemia (AML) secured, he began induction chemotherapy with idarubicin and cytarabine.",0
The massively obese patients had an increased risk of cancer and complications from therapy.,0
Atypical antipsychotic induced hypothermia is a rare adverse effect that may present with mild to severe symptoms.,0
Successful intraoperative use of recombinant tissue plasminogen activator during liver transplantation complicated by massive intracardiac/pulmonary thrombosis.,0
"CONCLUSIONS: We describe a previously unreported complication of warfarin therapy in a patient over 75 years of age, to add to the cautions in prescribing this drug in patients of this age group.",0
"Recently, a controversy has arisen as to whether air or saline should be recommended for the correct localization of the epidural space with the loss of resistance technique.",0
A common thread is that they all make some pathophysiologic sense.,0
The patient required high dose opioid to control the shoulder pain.,0
Both the TMA and the CMV resolved after initiation of the ganciclovir.,0
Her symptoms and elevation of pancreatic enzymes did not respond to conventional medical treatment of pancreatitis for 18 d.,0
Drug-induced hepatitis in an acromegalic patient during combined treatment with pegvisomant and octreotide long-acting repeatable attributed to the use of pegvisomant.,1
Right subhepatic abscess after cesarean section.,0
Two patients had clots in the pump.,0
"Four years after achieving CR, she developed complicated life-threatening pulmonary infections with methicillin-resistant Staphylococcus epidermidis and Aspergillus niger during outpatient care.",0
The respiratory effects of morphine and the particular risks posed to the elderly patient are discussed.,0
"The more common grade 3 or 4 adverse effects of sunitinib include hypertension, fatigue, hand-foot syndrome, elevated lipase and lymphopenia.",1
Charcoal haemoperfusion and cysteamine therapy led to the rapid removal of the paracetamol from the body and consequently prevented the development of severe hepatic necrosis.,1
A 34-year-old woman presented to the out-patient clinic with angioedema and type II hereditary angioedema was confirmed immunologically.,0
It is activated by cytochrome P450 to form reactive metabolites that bind covalently to DNA to create adducts.,0
"Outcomes are compared on the basis of remission, survival time, and treatment-related toxicity.",0
Pseudomembranous colitis in a leukaemia unit: a report of five fatal cases.,0
"Shortly after mizoribin withdrawal, his serum Na increased significantly from 128 to 139 mEq/l and plasma osmolality from 265 to 287 mosm/kg.",0
We describe a patient who had a systemic allergic contact dermatitis to 8-MOP develop during her second course of PUVA treatment for psoriasis.,1
"A 6-year-old boy received renal transplantation and was treated with methylprednisolone, cyclosporine A and mizoribine.",0
A case of mania associated with fluoxetine.,1
"We believe the temporal association of the abnormal liver enzymes in this patient, in the absence of other offending agents, argues strongly in favor of 6-TG as a cause of liver enzyme abnormalities.",1
The pathophysiology and management of myoclonus are discussed.,0
Actinomyces-like organisms were seen on cervico-vaginal smears.,0
"However, both patients had abnormally large epidural fat deposits as an underlying and contributing condition.",0
"We report the specifics of 12 cases of severe hypertension after the intraoperative use of topical phenylephrine, submucosal epinephrine, or both.",1
Histopathology examination of the excised flap demonstrated numerous Acanthamoeba cysts in tissue sections.,0
Gelatinous transformation of the marrow (GTBM) has been associated with various conditions.,0
Neutropenia and agranulocytosis are risks known to occur with phenothiazines and clozapine.,1
Thalidomide as elective treatment in persistent erythema multiforme; report of two cases.,0
"The mean follow-up was 33 months (range, 26-48 months), and the mean treatment duration was 22.6 months (range, 13-32 months).",0
"She received 5-fluorouracil, doxorubicin, and cyclophosphamide.",0
"Although the development of posterior subcapsular cataracts is a known complication of systemic steroid therapy, it usually occurs after several years of chronic administration.",0
The criterion for TD was a score of > or = 3 on one item or 2 on two or more items of the ESRS.,0
These episodes had some atypical features that will be discussed with regard to the pathophysiological mechanisms leading to NMS.,0
Three diabetic cases of acute dizziness due to initial administration of voglibose.,1
There was no loss of consciousness.,0
"Using repeated computed tomographic and magnetic resonance imaging scans, we examined 8 patients with acute lymphocytic leukemia during remission induction therapy between 1988 and 1989.",0
A case study is included to illustrate the dangers of inappropriate naloxone use.,0
"In the other case, a 62-year-old woman, almost all the symptoms subsided after 14 days, and oral dyskinesia persisted for only one additional month.",0
Biventricular thrombi in dilated cardiomyopathy: massive simultaneous pulmonary and systemic embolisation.,0
"In each case, 25-100 micrograms of intracoronary nitroglycerin promptly (30-45 seconds) resulted in reopacification of the vessel involved in spasm and resolution of evidence for ischemia.",0
Arrhythmias are the most common major complications encountered during pediatric cardiac catheterizations.,0
